,year,co2,gdp
2989,1966,0.026,499968000.0
2990,1967,0.026,535080000.0
2991,1968,0.029,552825984.0
2992,1969,0.044,538004992.0
2993,1970,0.037,522180000.0
2994,1971,0.066,544985984.0
2995,1972,0.088,557945984.0
2996,1973,0.029,597283968.0
2997,1974,0.051,616499968.0
2998,1975,0.062,656040000.0
2999,1976,0.062,659523008.0
3000,1977,0.062,707923968.0
3001,1978,0.07,672945024.0
3002,1979,0.062,636921984.0
3003,1980,0.059,668928000.0
3004,1981,0.07,708016000.0
3005,1982,0.073,721905024.0
3006,1983,0.062,760200000.0
3007,1984,0.081,767654976.0
3008,1985,0.066,865150016.0
3009,1986,0.081,846355968.0
3010,1987,0.099,882017984.0
3011,1988,0.106,907104000.0
3012,1989,0.117,894918976.0
3013,1990,0.062,917854016.0
3014,1991,0.066,925022336.0
3015,1992,0.066,1054728192.0
3016,1993,0.07,1160722176.0
3017,1994,0.077,1275597184.0
3018,1995,0.084,1433333504.0
3019,1996,0.128,1938736000.0
3020,1997,0.304,3808985856.0
3021,1998,0.264,4506472960.0
3022,1999,0.407,5587884544.0
3023,2000,0.616,6341192192.0
3024,2001,2.964,10710877184.0
3025,2002,7.782,12944267264.0
3026,2003,7.962,14778141696.0
3027,2004,9.962,18414356480.0
3028,2005,8.039,20168024064.0
3029,2006,7.108,21346957312.0
3030,2007,5.584,24766652416.0
3031,2008,6.101,29298388992.0
3032,2009,5.39,29853093888.0
3033,2010,6.786,27366670336.0
3034,2011,9.431,29285787648.0
3035,2012,6.901,31730929664.0
3036,2013,8.196,30419136512.0
3037,2014,7.672,30256852992.0
3038,2015,7.033,28026101760.0
3039,2016,7.56,25287602176.0
3040,2017,7.862,24166326272.0
3041,2018,6.008,22750613504.0
3042,1973,27.7,19468126208.0
3043,1980,35.193,22298157056.0
3044,1981,34.52,23113576448.0
3045,1982,35.172,23954892800.0
3046,1983,35.675,24781533184.0
3047,1984,35.994,25425293312.0
3048,1985,38.826,25443762176.0
3049,1986,38.824,26143514624.0
3050,1987,37.895,26398461952.0
3051,1988,38.002,27713411072.0
3052,1989,38.932,29500420096.0
3053,1990,36.922,27066095616.0
3054,1991,34.139,23969413120.0
3055,1992,24.423,20260763648.0
3056,1993,19.44,18240808960.0
3057,1994,20.046,17654292480.0
3058,1995,18.066,18507421696.0
3059,1996,19.042,19179796480.0
3060,1997,18.685,21099665408.0
3061,1998,16.942,21616367616.0
3062,1999,15.955,21088651264.0
3063,2000,15.5,22945026048.0
3064,2001,15.9,24006164480.0
3065,2002,15.383,25057701888.0
3066,2003,17.279,26485059584.0
3067,2004,17.342,27701385216.0
3068,2005,17.11,29813616640.0
3069,2006,16.454,32350019584.0
3070,2007,19.966,34297835520.0
3071,2008,17.89,31920816128.0
3072,2009,14.441,26784890880.0
3073,2010,19.003,26952075264.0
3074,2011,18.984,28535476224.0
3075,2012,17.795,29763610624.0
3076,2013,19.698,30185959424.0
3077,2014,18.86,31037874176.0
3078,2015,15.847,31485411328.0
3079,2016,17.559,31962619904.0
3080,2017,18.762,33800136704.0
3081,2018,17.935,35409424384.0
3082,1950,0.004,167539936.0
3083,1951,0.004,176744480.0
3084,1952,0.004,182272608.0
3085,1953,0.004,189501952.0
3086,1954,0.004,200069504.0
3087,1955,0.004,206422400.0
3088,1956,0.004,214622400.0
3089,1957,0.004,222837360.0
3090,1958,0.004,229028512.0
3091,1959,0.004,242299904.0
3092,1960,0.033,275492288.0
3093,1961,0.004,310627264.0
3094,1964,0.011,456314688.0
3095,1965,0.081,527314912.0
3096,1966,0.202,549730880.0
3097,1967,0.227,602007360.0
3098,1968,0.278,573858240.0
3099,1969,0.304,598423936.0
3100,1970,0.366,775567104.0
3101,1971,0.399,804890368.0
3102,1972,0.381,906918336.0
3103,1973,0.37,938127232.0
3104,1974,0.311,1117013632.0
3105,1975,0.337,1487587584.0
3106,1976,0.333,1682911744.0
3107,1977,0.341,1700027904.0
3108,1978,0.44,1722091392.0
3109,1979,0.447,1758990080.0
3110,1980,0.465,1801349376.0
3111,1981,0.436,1924760576.0
3112,1982,0.436,1952841344.0
3113,1983,0.271,1942272384.0
3114,1984,0.333,1990645632.0
3115,1985,0.44,2029726848.0
3116,1986,0.458,2406444032.0
3117,1987,0.436,2646884096.0
3118,1988,0.436,2846423552.0
3119,1989,0.436,3114432768.0
3120,1990,0.96,3420534784.0
3121,1991,0.872,3548878848.0
3122,1992,0.832,3732391424.0
3123,1993,0.711,3919793408.0
3124,1994,1.077,4084366080.0
3125,1995,1.063,4356450304.0
3126,1996,0.788,4598027776.0
3127,1997,1.143,4766768640.0
3128,1998,1.161,4867682304.0
3129,1999,1.238,4986982400.0
3130,2000,1.209,5050303488.0
3131,2001,1.096,5125500416.0
3132,2002,1.081,5280506880.0
3133,2003,1.004,5518729216.0
3134,2004,1.0,5696421888.0
3135,2005,1.015,6002942464.0
3136,2006,1.015,6319745024.0
3137,2007,1.041,6589486592.0
3138,2008,1.022,6906669056.0
3139,2009,1.059,7131567104.0
3140,2010,0.997,7332277248.0
3141,2011,1.008,7567466496.0
3142,2012,1.169,7793097728.0
3143,2013,1.4,8126636032.0
3144,2014,0.769,8327527424.0
3145,2015,0.868,8445665792.0
3146,2016,1.055,8425262080.0
3147,2017,0.986,8586136576.0
3148,2018,1.033,8771760128.0
3149,1950,0.088,12816445440.0
3150,1951,0.062,13194632192.0
3151,1952,0.099,13543810048.0
3152,1953,0.183,14338910208.0
3153,1954,0.271,14324960256.0
3154,1955,0.227,15096087552.0
3155,1956,0.242,15575803904.0
3156,1957,0.322,15468634112.0
3157,1958,0.319,15973565440.0
3158,1959,0.337,16448278528.0
3159,1960,0.352,17260062720.0
3160,1961,0.341,18125803520.0
3161,1962,0.396,18844801024.0
3162,1963,0.421,21366755328.0
3163,1964,0.407,22389039104.0
3164,1965,0.644,23721572352.0
3165,1966,0.824,24660953088.0
3166,1967,1.073,25707798528.0
3167,1968,1.725,26106775552.0
3168,1969,1.666,27119812608.0
3169,1970,1.652,28633735168.0
3170,1971,1.849,29865521152.0
3171,1972,1.406,31385112576.0
3172,1973,1.751,32393312256.0
3173,1974,1.736,32791203840.0
3174,1975,1.209,32856117248.0
3175,1976,1.175,33758169088.0
3176,1977,1.047,34642509824.0
3177,1978,1.369,34323218432.0
3178,1979,1.844,36463054848.0
3179,1980,1.817,38082969600.0
3180,1981,1.86,38888415232.0
3181,1982,1.474,39483908096.0
3182,1983,1.835,41460916224.0
3183,1984,1.65,40637087744.0
3184,1985,1.799,37958074368.0
3185,1986,2.195,40403509248.0
3186,1987,2.554,44197122048.0
3187,1988,2.64,45041422336.0
3188,1989,2.794,45764087808.0
3189,1990,2.987,45030920192.0
3190,1991,2.958,41447817216.0
3191,1992,2.937,37455360000.0
3192,1993,2.994,37874282496.0
3193,1994,2.197,40711847936.0
3194,1995,2.506,42631098368.0
3195,1996,2.794,46130257920.0
3196,1997,2.98,49275084800.0
3197,1998,3.147,48734085120.0
3198,1999,3.094,48438292480.0
3199,2000,3.463,50326962176.0
3200,2001,4.265,52434132992.0
3201,2002,4.432,54501777408.0
3202,2003,4.87,53892042752.0
3203,2004,5.159,55845388288.0
3204,2005,4.956,61634772992.0
3205,2006,5.318,67217117184.0
3206,2007,5.84,73421791232.0
3207,2008,6.418,79756500992.0
3208,2009,6.453,86391037952.0
3209,2010,6.337,94148632576.0
3210,2011,7.402,104948621312.0
3211,2012,8.109,115914989568.0
3212,2013,9.781,126443028480.0
3213,2014,12.017,139096784896.0
3214,2015,12.696,152372019200.0
3215,2016,14.347,164904124416.0
3216,2017,15.549,181740830720.0
3217,2018,15.808,195740319744.0
3218,1928,3.128,14653740032.0
3219,1929,3.351,14829343744.0
3220,1930,2.648,14658249728.0
3221,1931,3.011,14300264448.0
3222,1932,3.022,14239694848.0
3223,1933,3.224,15186482176.0
3224,1934,3.953,16903886848.0
3225,1935,3.516,17629679616.0
3226,1936,4.963,18822426624.0
3227,1937,6.78,19888609280.0
3228,1938,5.696,20915976192.0
3229,1939,4.871,20022351872.0
3230,1940,2.314,18981834752.0
3231,1941,3.245,19602089984.0
3232,1942,2.81,19663523840.0
3233,1943,3.945,21927852032.0
3234,1944,2.725,21939390464.0
3235,1945,0.64,20665241600.0
3236,1946,3.282,22345025536.0
3237,1947,5.45,22864574464.0
3238,1948,8.458,24672983040.0
3239,1949,4.933,26171652096.0
3240,1950,6.545,27176333312.0
3241,1951,7.977,29488627712.0
3242,1952,8.655,30474225664.0
3243,1953,7.566,30693650432.0
3244,1954,9.152,33382154240.0
3245,1955,10.925,35081912320.0
3246,1956,12.168,36137549824.0
3247,1957,12.241,37839323136.0
3248,1958,10.607,38039252992.0
3249,1959,13.556,40308187136.0
3250,1960,15.087,43990355968.0
3251,1961,14.922,47344635904.0
3252,1962,16.79,48817491968.0
3253,1963,19.336,50425847808.0
3254,1964,22.828,52976893952.0
3255,1965,25.3,55796187136.0
3256,1966,29.489,57128017920.0
3257,1967,28.588,58340958208.0
3258,1968,33.281,59681452032.0
3259,1969,37.897,65431183360.0
3260,1970,40.355,70319882240.0
3261,1971,40.537,71787708416.0
3262,1972,44.106,77268844544.0
3263,1973,49.32,82444984320.0
3264,1974,46.608,84941602816.0
3265,1975,46.026,85922512896.0
3266,1976,51.198,85553422336.0
3267,1977,50.137,85774123008.0
3268,1978,51.825,87565328384.0
3269,1979,54.237,93659512832.0
3270,1980,58.139,98649604096.0
3271,1981,51.403,100487249920.0
3272,1982,42.976,103754924032.0
3273,1983,41.463,106555392000.0
3274,1984,42.147,109771882496.0
3275,1985,49.549,113466474496.0
3276,1986,53.214,116153573376.0
3277,1987,57.533,120921063424.0
3278,1988,52.058,126851457024.0
3279,1989,52.448,134045458432.0
3280,1990,56.914,134055206912.0
3281,1991,55.189,126220410880.0
3282,1992,54.265,122115850240.0
3283,1993,56.313,121309724672.0
3284,1994,61.733,126178762752.0
3285,1995,58.116,131584983040.0
3286,1996,64.033,136504623104.0
3287,1997,62.696,145148297216.0
3288,1998,59.351,153137954816.0
3289,1999,58.867,160061980672.0
3290,2000,57.01,169209069568.0
3291,2001,62.514,173703233536.0
3292,2002,65.041,176750428160.0
3293,2003,72.654,180407926784.0
3294,2004,68.939,187631845376.0
3295,2005,57.047,192989478912.0
3296,2006,68.371,200964489216.0
3297,2007,66.76,211541000192.0
3298,2008,58.621,213224882176.0
3299,2009,55.905,195736961024.0
3300,2010,64.081,201743089664.0
3301,2011,56.637,207082078208.0
3302,2012,51.146,204128370688.0
3303,2013,51.704,202579968000.0
3304,2014,47.596,201300410368.0
3305,2015,44.099,201843998720.0
3306,2016,47.182,204639584256.0
3307,2017,44.578,211331219456.0
3308,2018,45.796,214535733248.0
3309,1928,211.619,289936146432.0
3310,1929,234.282,309554839552.0
3311,1930,237.634,300590628864.0
3312,1931,217.494,282596868096.0
3313,1932,191.775,264178466816.0
3314,1933,199.387,283050737664.0
3315,1934,201.35,280309891072.0
3316,1935,195.372,273155227648.0
3317,1936,198.079,283521155072.0
3318,1937,217.705,299883364352.0
3319,1938,201.798,298713251840.0
3320,1939,194.617,320115998720.0
3321,1940,137.737,264163000320.0
3322,1941,119.927,208850403328.0
3323,1942,122.496,187228798976.0
3324,1943,125.246,177801003008.0
3325,1944,79.986,150192898048.0
3326,1945,107.166,162809692160.0
3327,1946,165.245,247582048256.0
3328,1947,183.624,268325273600.0
3329,1948,196.501,287852232704.0
3330,1949,229.051,327028310016.0
3331,1950,202.429,351453773824.0
3332,1951,228.916,373113716736.0
3333,1952,227.188,382998904832.0
3334,1953,214.739,394064691200.0
3335,1954,226.568,413153820672.0
3336,1955,239.231,436918059008.0
3337,1956,268.77,458984652800.0
3338,1957,277.841,486693404672.0
3339,1958,266.487,498861244416.0
3340,1959,262.289,513138982912.0
3341,1960,296.141,549318524928.0
3342,1961,315.707,579768680448.0
3343,1962,332.911,618376462336.0
3344,1963,338.036,650490675200.0
3345,1964,368.882,693811347456.0
3346,1965,363.498,727557406720.0
3347,1966,380.39,764514074624.0
3348,1967,404.667,799864782848.0
3349,1968,418.254,835171385344.0
3350,1969,443.401,893107437568.0
3351,1970,460.449,944232660992.0
3352,1971,493.422,989968596992.0
3353,1972,513.987,1034024779776.0
3354,1973,538.685,1090179825664.0
3355,1974,520.686,1122228371456.0
3356,1975,482.201,1114332594176.0
3357,1976,523.484,1162522918912.0
3358,1977,506.998,1205940912128.0
3359,1978,528.803,1239356145664.0
3360,1979,532.165,1279104516096.0
3361,1980,511.112,1297124032512.0
3362,1981,459.372,1310463361024.0
3363,1982,440.436,1343411585024.0
3364,1983,423.314,1359074689024.0
3365,1984,412.002,1379095674880.0
3366,1985,405.222,1398409920512.0
3367,1986,390.393,1431625531392.0
3368,1987,387.773,1467808743424.0
3369,1988,385.571,1532315566080.0
3370,1989,399.678,1594471874560.0
3371,1990,393.423,1636207689728.0
3372,1991,418.367,1655610540032.0
3373,1992,406.648,1682859229184.0
3374,1993,388.08,1673263972352.0
3375,1994,381.909,1713239621632.0
3376,1995,386.262,1749671477248.0
3377,1996,401.373,1774691549184.0
3378,1997,393.945,1817073025024.0
3379,1998,413.634,1882612563968.0
3380,1999,412.183,1950261968896.0
3381,2000,406.829,2031949578240.0
3382,2001,411.614,2077914824704.0
3383,2002,407.79,2107291205632.0
3384,2003,412.535,2130783764480.0
3385,2004,413.78,2196565655552.0
3386,2005,416.166,2238357176320.0
3387,2006,406.462,2296438063104.0
3388,2007,396.661,2353924145152.0
3389,2008,390.778,2361538117632.0
3390,2009,371.045,2294314958848.0
3391,2010,376.645,2341292736512.0
3392,2011,354.602,2391848255488.0
3393,2012,356.913,2395403190272.0
3394,2013,358.623,2415696805888.0
3395,2014,327.107,2424453726208.0
3396,2015,331.58,2453072773120.0
3397,2016,334.44,2479389933568.0
3398,2017,337.458,2536203354112.0
3399,2018,322.527,2581673803776.0
3400,1959,0.022,1704820992.0
3401,1960,0.132,1775984000.0
3402,1961,0.165,1988891264.0
3403,1962,0.088,2049107456.0
3404,1963,0.073,2121780864.0
3405,1964,0.191,2158404608.0
3406,1965,0.216,2194509568.0
3407,1966,0.381,2292512000.0
3408,1967,1.011,2387317504.0
3409,1968,1.96,2447994624.0
3410,1969,1.433,2645763328.0
3411,1970,2.081,2874952960.0
3412,1971,2.843,3169780224.0
3413,1972,2.737,3528801024.0
3414,1973,5.309,3888163328.0
3415,1974,5.448,5423777280.0
3416,1975,5.364,6464648704.0
3417,1976,5.704,8766902272.0
3418,1977,6.306,7664699392.0
3419,1978,7.555,5820811264.0
3420,1979,6.747,5849073152.0
3421,1980,6.625,5997574656.0
3422,1981,6.564,6303460352.0
3423,1982,6.544,6108597760.0
3424,1983,5.509,6451047936.0
3425,1984,5.979,6934899200.0
3426,1985,6.299,6773415936.0
3427,1986,4.951,6719164416.0
3428,1987,4.009,5567389184.0
3429,1988,4.321,6282005504.0
3430,1989,5.757,6819593216.0
3431,1990,4.485,7172590080.0
3432,1991,4.522,7974706176.0
3433,1992,4.917,7946244608.0
3434,1993,4.975,8684691456.0
3435,1994,4.375,9485824000.0
3436,1995,4.606,10240901120.0
3437,1996,4.754,11022736384.0
3438,1997,4.775,12163996672.0
3439,1998,4.956,13062146048.0
3440,1999,4.788,12170608640.0
3441,2000,4.669,12538006528.0
3442,2001,4.772,13408100352.0
3443,2002,4.544,13745928192.0
3444,2003,4.614,14717086720.0
3445,2004,4.658,15597621248.0
3446,2005,4.859,16662218752.0
3447,2006,4.143,17083860992.0
3448,2007,4.09,19294894080.0
3449,2008,4.163,19821185024.0
3450,2009,4.233,21001807872.0
3451,2010,4.783,23885381632.0
3452,2011,4.93,27165933568.0
3453,2012,5.63,29020540928.0
3454,2013,5.927,31179700224.0
3455,2014,6.369,33268465664.0
3456,2015,6.476,35035176960.0
3457,2016,6.522,36204781568.0
3458,2017,6.286,36385443840.0
3459,2018,5.992,36693262336.0
3460,1950,0.015,266122000.0
3461,1951,0.015,282169984.0
3462,1952,0.011,290248000.0
3463,1953,0.011,301476000.0
3464,1954,0.015,319332000.0
3465,1955,0.015,328644000.0
3466,1956,0.018,342089984.0
3467,1957,0.022,354331008.0
3468,1958,0.026,364204000.0
3469,1959,0.018,386118016.0
3470,1960,0.018,410784000.0
3471,1961,0.022,478433984.0
3472,1962,0.026,471988000.0
3473,1963,0.029,475552000.0
3474,1964,0.029,508326016.0
3475,1965,0.029,563616000.0
3476,1966,0.033,658169984.0
3477,1967,0.033,681120000.0
3478,1968,0.037,689625984.0
3479,1969,0.048,764001024.0
3480,1970,0.048,689670016.0
3481,1971,0.055,689376000.0
3482,1972,0.066,689678016.0
3483,1973,0.062,753473984.0
3484,1974,0.062,798600000.0
3485,1975,0.099,847302016.0
3486,1976,0.099,835752000.0
3487,1977,0.114,848782976.0
3488,1978,0.139,890736000.0
3489,1979,0.147,862240000.0
3490,1980,0.158,863900032.0
3491,1981,0.158,1020590976.0
3492,1982,0.161,1092471040.0
3493,1983,0.161,1053702016.0
3494,1984,0.172,1083341952.0
3495,1985,0.172,1121623040.0
3496,1986,0.161,1144710016.0
3497,1987,0.18,1179634048.0
3498,1988,0.183,1239874944.0
3499,1989,0.18,1283184000.0
3500,1990,0.198,1331399936.0
3501,1991,0.198,1378188672.0
3502,1992,0.198,1438713344.0
3503,1993,0.209,1492281344.0
3504,1994,0.209,1506439168.0
3505,1995,0.216,1529318528.0
3506,1996,0.22,1606890496.0
3507,1997,0.224,1625140480.0
3508,1998,0.242,1698553216.0
3509,1999,0.275,1829033984.0
3510,2000,0.275,1955249536.0
3511,2001,0.3,2082662912.0
3512,2002,0.297,2108436352.0
3513,2003,0.297,2172586752.0
3514,2004,0.319,2391385088.0
3515,2005,0.322,2386414848.0
3516,2006,0.348,2432257536.0
3517,2007,0.348,2539291136.0
3518,2008,0.363,2704420864.0
3519,2009,0.374,2899496192.0
3520,2010,0.425,3111135744.0
3521,2011,0.443,3000861952.0
3522,2012,0.447,3174000128.0
3523,2013,0.425,3327260928.0
3524,2014,0.506,3357018112.0
3525,2015,0.583,3514848000.0
3526,2016,0.59,3593880064.0
3527,2017,0.594,3732270080.0
3528,2018,0.594,3939021824.0
3529,1973,11.246,45633236992.0
3530,1980,14.295,53075685376.0
3531,1981,14.034,56073506816.0
3532,1982,14.298,59230183424.0
3533,1983,14.503,62771736576.0
3534,1984,14.634,67763113984.0
3535,1985,15.773,72015929344.0
3536,1986,15.574,72225366016.0
3537,1987,15.727,71824269312.0
3538,1988,16.318,78021435392.0
3539,1989,16.195,76442583040.0
3540,1990,15.948,65874153472.0
3541,1991,15.872,51732385792.0
3542,1992,15.277,28371175424.0
3543,1993,9.916,19963488256.0
3544,1994,6.068,17806233600.0
3545,1995,2.29,18187137024.0
3546,1996,4.054,19998451712.0
3547,1997,4.426,22010931200.0
3548,1998,4.939,22536785920.0
3549,1999,4.311,23091363840.0
3550,2000,4.5,23550461952.0
3551,2001,3.732,24543610880.0
3552,2002,3.352,25794070528.0
3553,2003,3.735,28539744256.0
3554,2004,4.276,30055133184.0
3555,2005,5.018,32780605440.0
3556,2006,6.097,35705843712.0
3557,2007,6.365,40006930432.0
3558,2008,5.309,40781258752.0
3559,2009,6.136,39112843264.0
3560,2010,6.208,41359867904.0
3561,2011,7.805,44138078208.0
3562,2012,8.254,46940131328.0
3563,2013,8.013,48532123648.0
3564,2014,8.939,50778370048.0
3565,2015,9.756,52238069760.0
3566,2016,10.068,53661818880.0
3567,2017,10.173,56260120576.0
3568,2018,10.063,58984800256.0
3569,1928,505.011,419777970176.0
3570,1929,539.235,418019737600.0
3571,1930,462.092,412176973824.0
3572,1931,385.965,380827271168.0
3573,1932,347.486,352172048384.0
3574,1933,364.981,374241034240.0
3575,1934,408.62,408415338496.0
3576,1935,452.333,439141859328.0
3577,1936,499.634,477841162240.0
3578,1937,563.513,506561921024.0
3579,1938,601.273,545721679872.0
3580,1939,648.625,597037481984.0
3581,1940,654.325,601419022336.0
3582,1941,660.793,639431147520.0
3583,1942,667.899,648060272640.0
3584,1943,679.43,661088894976.0
3585,1944,600.273,677550751744.0
3586,1945,116.065,482064990208.0
3587,1946,271.682,228572053504.0
3588,1947,317.66,256643006464.0
3589,1948,377.816,303971500032.0
3590,1949,432.148,355660922880.0
3591,1950,510.682,422965116928.0
3592,1951,576.866,461743915008.0
3593,1952,610.981,501792178176.0
3594,1953,623.492,543743737856.0
3595,1954,659.732,584376909824.0
3596,1955,723.498,648607432704.0
3597,1956,766.191,695152410624.0
3598,1957,777.908,734905303040.0
3599,1958,756.379,767711444992.0
3600,1959,755.795,823838507008.0
3601,1960,813.95,890210025472.0
3602,1961,834.84,926835933184.0
3603,1962,883.169,966424854528.0
3604,1963,945.498,993706246144.0
3605,1964,968.917,1054006837248.0
3606,1965,960.102,1107504005120.0
3607,1966,951.422,1140349206528.0
3608,1967,936.229,1143923015680.0
3609,1968,984.791,1204136574976.0
3610,1969,1052.001,1283751411712.0
3611,1970,1026.022,1343859720192.0
3612,1971,1037.237,1383509131264.0
3613,1972,1041.481,1440601473024.0
3614,1973,1085.738,1505896431616.0
3615,1974,1062.727,1518360854528.0
3616,1975,1002.447,1510149849088.0
3617,1976,1090.84,1583048294400.0
3618,1977,1052.609,1628636053504.0
3619,1978,1079.133,1674283057152.0
3620,1979,1117.888,1741603209216.0
3621,1980,1100.066,1761467957248.0
3622,1981,1048.523,1768196407296.0
3623,1982,1015.734,1753143312384.0
3624,1983,1011.605,1784298602496.0
3625,1984,1033.245,1834585161728.0
3626,1985,1044.118,1874769870848.0
3627,1986,1047.472,1916181413888.0
3628,1987,1032.443,1945055789056.0
3629,1988,1029.024,2009989513216.0
3630,1989,1008.792,2075675197440.0
3631,1990,1051.979,2015547621376.0
3632,1991,1013.824,2140549414912.0
3633,1992,965.542,2206446125056.0
3634,1993,955.82,2210102247424.0
3635,1994,939.492,2290161025024.0
3636,1995,938.614,2356396687360.0
3637,1996,958.7,2402605858816.0
3638,1997,930.87,2474738188288.0
3639,1998,922.812,2552402542592.0
3640,1999,895.352,2632654520320.0
